Valid_citing_DOI,Invalid_cited_DOI
10.1063/1.1840101,10.1002/1521-3951(200202)229:3
10.1145/2568088.2576763,10.5555/1673076.1674142
10.1177/1368430217716751,10.1037/0022–3514.45.6.1196
10.3389/fneur.2020.600169,10.2169/internalmedicine3076-19
10.1161/01.res.47.1.10,10.1161/res.18.1.26
10.1161/01.cir.93.3.558,10.1161/circ.89.3.8124823
10.1161/01.hyp.0000255790.98391.9b,10.1161/hyp.35.2.580
10.7717/peerj.5154,10.1051/gse
10.1007/s11899-019-00514-y,"10.1182/blood-2015-03-633,404"
10.1080/15332985.2017.1369485,10.1146/annurev.psych093008.100352
10.1161/01.cir.84.6.2442,10.1161/circ.38.1.178
10.1161/circ.99.20.2709/b,10.1161/circ.92.2.205
10.1007/s00704-019-02947-0,10.1111/j1600-0889200500155x
10.1161/01.hyp.0000184225.05629.51,10.1161/circ.81.5.2184945
10.2307/3096883,10.2307/2780513
10.1351/pac200880122679,"10.1016/j.tibs.2006.12.007...........32,63(2006)"
10.37516/global.j.sci.eng.2020.011,10.1007/s13399-020-00786-y
10.4018/978-1-4666-7527-8.ch007,10.2307/23262698
10.1007/s11882-018-0780-z,10.1016/j.jaci.201110.004
10.1161/01.cir.71.5.873,10.1161/circ.60.5.487558
10.1161/01.cir.0000017824.52823.b2,10.1161/circ.98.21.2334
10.1161/01.cir.101.17.2030,10.1161/circ.96.12.4357
10.1369/0022155420913534,10.1038/srep34605.
10.1161/01.res.39.6.788,10.1161/res.33.5.555
10.1038/srep36589,10.1038/mtna.2012.1058
10.1161/jaha.117.006241,10.1161/atvb.20.5.1262
10.1161/hc3001.093503,10.1161/circ.83.2.1991363
10.1093/mnras/staa3134,10.1093/mnras/180.1.57
10.1161/01.cir.88.6.2632,10.1161/res.65.1.2736733
10.1161/01.cir.80.5.1449,10.1161/res.58.1.3943152
10.1080/00131911.2018.1556205,10.2307/j.ctv134vmpm
10.1161/01.cir.32.3.435,10.1161/circ.25.1.5
10.1161/01.cir.52.2.245,10.1161/circ.49.4.717
10.1111/j.1570-7458.1994.tb00742.x,10.3733/ca.v045n06p10
10.1145/2379776.2379786,10.5555/1823045
10.2478/s11696-011-0013-6,10.1021/j100687a007.http://dx.doi.org/10.1021/j100687a007
10.1161/01.cir.0000127130.82333.c9,10.1161/circ.101.16.1899
10.1145/3424636.3426902,10.5555/1632592.1632606
10.1007/s00300-018-2362-x,10.1242/jeb089946
10.1161/01.cir.31.4.612,10.1161/circ.27.4.779
10.1101/2020.08.02.232256,10.1111/j.1570-7458.1988.tb01132
10.1080/23808985.2013.11679128,10.1037/0022–3514.51.1.125
10.1161/01.res.79.6.1205,10.1161/circ.88.6.8252697
10.1177/1745691616650285,10.1145/2462456.2464449.
10.1161/01.cir.72.5.1053,10.1161/circ.68.1.6851040
10.1177/2045125320928167,10.1093/eurheartj/ehaa231.
10.1161/strokeaha.109.555383,10.1161/circ.103.6.856
10.18632/oncotarget.23417,10.13189/cor.2017.050301
10.1057/9781137426147_1,10.1515/9780804770972
10.1145/2365864.2151043,10.5555/776261.776265
10.1016/b978-0-12-815923-1.00002-x,10.1186/ar3701
10.1161/01.cir.61.1.169,10.1161/circ.35.5.962
10.1161/strokeaha.110.586438,10.1161/str.28.11.2119
10.1145/3003464.3003471,10.5555/1699648.1699661
10.1007/s12103-018-9452-8,"10.1136/emermed-2014-204,015"
10.1002/mpr.354,10.1007/s10899‐005‐3032‐9
10.1007/978-3-319-75140-5_21,10.1016/j.jvolgeores.2912.09.002
10.3390/su11010287,10.12972/susb.20180015
10.1039/c4ra08820d,10.1080/19443994.19442013.19873881
10.3389/fpsyg.2017.00364,10.1080/0141192031000156006
10.1161/01.hyp.35.4.992,10.1161/hyp.31.1.10
10.1049/trit.2019.0030,10.1016/0165‐0114(92)90062‐9
10.1161/01.cir.34.1.100,10.1161/circ.26.1.114
10.1161/hypertensionaha.107.098111,10.1161/hyp.34.5.1032
10.1525/cond.2011.110004,10.2307/1522301
10.3389/fpls.2020.00218,10.1007/978-90-481-3112-9-4
10.1177/0192636515583869,10.1111/j.1365-2729.2011.00449.x.
10.1080/0164212x.2015.1136255,10.1177/0192513×13481944
10.3280/psob2017-003002,10.1016/0005-7916(94)90035-
10.1080/02602938.2019.1640184,10.3102/00346543174350
10.1161/01.res.0000078780.65824.8b,10.1161/atvb.20.7.1777
10.1101/165795,10.2307/4493602
10.1007/s10147-016-1036-3,10.1634/theoncologist.2002-0279
10.3389/fpls.2017.01404,10.1007/s00122-015-25652
10.2478/s11696-013-0529-z,10.1021/ef00002a001.http://dx.doi.org/10.1021/ef00002a001
10.3835/plantgenome2016.10.0109,10.1186/s12864‐015‐1441‐4
10.1161/01.cir.102.3.351,10.1161/circ.97.4.363
10.1161/strokeaha.108.530014,10.1161/str.32.6.1415
10.1161/01.atv.17.4.741,10.1161/atv91.14.10.7918304
10.3390/ijerph16162852,10.5923/j.food.20180803.04
10.1161/hy1201.098298,10.1161/circ.58.3.679436
10.1161/hypertensionaha.109.131870,10.1161/circ.104.4.384
10.2139/ssrn.2369262,10.1007/s11842-004-0018-x
10.3389/fpsyg.2020.590513,10.3928/02793695-20150126
10.1155/2013/769537,10.06.2012
10.1161/01.cir.98.19.2098,10.1161/circ.95.11.2591
10.1161/01.cir.82.2.428,10.1161/circ.77.6.3286040
10.1038/s41598-017-13165-x,10.1890/0012
10.1161/01.cir.50.3.515,10.1161/res.32.3.393
10.1007/s12134-019-00654-3,"10.1007/s11199-012-0130-x,1-16"
10.1161/01.str.19.7.820,10.1161/str.10.4.505476
10.1145/2964284.2967273,10.5555/2188385.2188395
10.3847/1538-4357/abc6aa,10.3847/2041-8213/ab960f
10.1007/s40820-017-0167-z,10.1088/2053-1583/3/4/045006/meta
10.3389/fendo.2016.00095,10.1152/japplphysio.91565.2008
10.1161/01.hyp.0000063361.70525.3c,10.1161/hyp.37.3.943
10.1111/jifm.12109,10.1111/jacf.12206
10.1177/2381468318769886,10.7326/m13-2771.
10.2196/12616,10.1177/089826430691017
10.1145/318774.318785,10.5555/647014.713145
10.4161/15592324.2014.976158,10.1073/pnas.0703855104.
10.1088/2053-1591/aa7a7e,10.1049/ip-h-1:19840071
10.1145/3064005,10.5555/1770560.1770563
10.1080/08841233.2017.1345822,10.1177/002087806063413
10.1136/bmjopen-2018-027663,10.1111/jgs.13702.
10.1186/s40834-016-0024-3,10.1111/1471-0528
10.5309/willmaryquar.68.3.0332,10.2307/179920
10.1007/s40940-018-0067-8,10.1111/j.1151-2916.1971.tb12186
10.1161/01.cir.92.8.2327,10.1161/circ.86.2.1638722
10.1145/146553.146556,10.5555/64226.64229
10.1016/j.ijdevneu.2019.06.007,10.1046/j.1471‐4159.2001.00006.x
10.1161/01.hyp.0000022062.70639.1c,10.1161/hyp.28.6.1018
10.1145/2220357.2220358,10.5555/1760749.1760759
10.3390/jmse8110873,10.6093/978-88-6887-054.6
10.1161/circep.120.008625,10.1161/res.82.2.279
10.1093/mnras/stz2469,10.1007/978-1-4020-2415-3
10.3389/fnut.2018.00115,10.1016/j.nut.2007.06.015.
10.1007/s11682-016-9607-5,10.1007/s00415-009-5297-x.
10.1145/2739480.2754780,10.5555/1771390.1771524
10.1145/249069.231389,10.5555/151155
10.4018/978-1-5225-2255-3.ch285,10.5923/j.ijit.20130201.02
10.1080/17516234.2014.896090,10.1162/002081800551163.
10.2339/politeknik.581574,10.1016/j.jmatprotec.2008.08.026.
10.1177/1176935120948474,10.1007/s13273-012-0001-0.
10.1161/01.res.0000125628.57672.cf,10.1161/circ.95.7.1900
10.1080/15205436.2016.1230220,10.1111/j.0735-2751.2004.00237.x/abstract
10.1145/1811099.1811057,10.5555/1364385.1364410
10.1161/01.str.12.3.372,10.1161/str.10.1.155326
10.1161/01.hyp.0000126579.50711.62,10.1161/circ.102.15.1744
10.1161/hh0202.103940,10.1161/circ.103.11.1577
10.1145/2638557,10.5555/827266.828538
10.1080/09602011.2015.1062115,10.1007/s10862-010-9210-x
10.1161/01.cir.95.5.1145,10.1161/circ.91.6.1676
10.1161/01.res.79.1.70,10.1161/res.73.3.8348686
10.1145/2557833.2557847,10.5555/977397.977737
10.1111/jan.12152,10.1111/j.1547‐5069.2010.01343.x
10.1007/s00126-019-00902-7,10.1016/j.oregeorev.2015.07.003.
10.1145/2783258.2788607,10.5555/944919.944937
10.3390/su12155974,10.17512/pjms.2019.20.2.08
10.1088/1757-899x/663/1/012013,10.5829/idosi.mejsr.2014.19.1.12477
10.1089/big.2017.0049,10.17813/maiq.4.2.d7593370607l6756
10.1111/jeb.12242,10.1101/pdb.emo134.
10.1016/j.jhazmat.2020.123685,10.1186/1471-2180-10-221
10.1161/circulationaha.113.005443,10.1161/circ.80.2.2502327
10.1007/s12144-019-00524-2,10.1007/s40519-108-0551-9
10.3389/fgene.2018.00397,10.1101/cshperspect.a016410a016410
10.1161/01.str.18.2.528,10.1161/str.16.6.3911509
10.1017/9781108669511.002,10.18588/201405.000019
10.1161/01.cir.78.3.546,10.1161/circ.74.2.3731420
10.1145/3300941,10.5555/1881331.1881351
10.1007/s10822-018-0159-1,10.1110/ps.03129704.four-hydroxyl
10.1007/978-3-030-32952-5_13,10.1016/j.fuel.2010.11.016.
10.1038/s41598-019-45332-7,10.1007/s1169
10.1177/1060028017694655,10.1177/0897190016665539.
10.1161/circulationaha.105.167587,10.1161/circ.70.2.6329547
10.1101/387969,10.1371/journal.ppatl000571
10.1080/10803548.2011.11076900,10.1002/smi.1053).
10.1080/08120099.2018.1471005,10.1130/2007/2430(15)
10.1007/s11270-020-04639-2,10.1016/j.biortech.2010.12.067.
10.1080/07399332.2015.1103739,10.1111/j.1743–6109.2009.01304.x
10.1101/245035,10.1038/ng
10.1080/09502386.2015.1020956,10.1111/j.1548-1360.2012.01162.x]
10.16919/bozoktip.599884,10.1590/1518-8345.1472.2884.
10.2308/atax-51302,10.2307/2351143
10.1186/s13012-018-0850-6,10.1377/hlthaff.27.3.759.
10.15171/joddd.2016.032,10.1210/er.2006-00
10.1177/1947603517746721,10.1080/14653240600855905.
10.1145/2487575.2487616,10.5555/1869923
10.1161/01.res.68.2.368,10.1161/res.63.3.3409487
10.1161/01.res.84.1.21,10.1161/circ.93.6.1087
10.1007/s10892-020-09322-6,10.1007/978-1-137-34455-7_27
10.1161/circulationaha.105.539221,10.1161/circ.103.13.1772
10.1186/s40545-019-0187-9,10.1007/s11948-018-0041-5.
10.1145/3284102,10.5555/1858681.1858817
10.1161/circulationaha.110.954388,10.1161/circ.98.21.2282
10.1145/2851613.2851771,10.5555/1699510.1699543
10.1007/978-3-662-57854-4_6,"10.1016/j,psychsport.2014.08.005"
10.1111/bmsp.12087,10.1111/j.1541‐0420.2005.00440.x
10.1093/forestry/cpx048,10.1201/9780429246593
10.1161/01.res.0000079941.59846.d4,10.1161/res.70.5.1314714
10.1080/15381501.2015.1074977,10.1097/00005650–199912000-00010
10.1080/09515070.2019.1671320,10.5502/ijw.v9i1.82
10.1161/01.atv.0000249620.68705.0d,10.1161/circ.102.16.1886
10.1029/2011pa002168,10.1139/e88‐072
10.1161/01.str.0000083049.65008.5f,10.1161/str.33.1.51
10.3389/fnhum.2017.00614,10.1027/0269-8803.14.4.218
10.1177/1457496915607409,10.1007/s00167-014-3385-7.
10.1161/01.res.86.7.745,10.1161/res.79.2.310
10.7717/peerj.5200,10.1080/00275514.2018.1427402
10.1145/1168918.1168884,10.5555/647253.720293
10.3233/prm-200735,10.1111/j.1365-2214.2011.01388
10.1177/0886260514555368,10.10-16/j.jad.2010.01.076
10.1080/1068316x.2018.1511789,10.1002/1099-0720(199710)11
10.1016/j.ijdevneu.2018.09.009,10.1167/iovs.09‐3579
10.1074/jbc.270.42.25070,10.1126/science.256.5058.825
10.1161/01.str.25.10.1977,10.1161/str.25.1.8266390
10.1161/strokeaha.115.012056,10.1161/circ.79.4.2494006
10.1007/978-3-030-27443-6_2,10.5294/laclil.2014.8.1.2
10.1161/01.str.17.6.1287,10.1161/res.48.1.6777069
10.1161/01.hyp.0000111829.46090.92,10.1161/hyp.38.4.943
10.1002/joc.4250,10.1175/1520-0493
10.1161/01.cir.96.12.4314,10.1161/res.14.1.44
10.1161/01.cir.84.5.2028,10.1161/circ.53.6.1269116
10.1145/2695664.2695728,10.5555/1009383.1009840
10.1145/2897937.2898031,10.5555/2561828.2561877
10.3835/plantgenome2014.09.0050,10.1007/s00122‐004‐1843‐1
10.1016/j.jrurstud.2018.09.004,10.17813/maiq.5.1.g54k222086346251
10.1177/875697281604700606,10.1002/pmj
10.1101/2020.04.14.040725,10.1080/21501203.2011.606851
10.3835/plantgenome2017.03.0029,10.1007/s10681‐011‐0475‐1
10.1080/0361073x.2013.761547,10.1037/0022–3514.54.6.1063
10.1111/eje.12485,10.1002/j.0022-0337.2010.74.4.tb04885.x
10.1080/17533015.2016.1193550,10.2307/3765916
10.1161/01.hyp.36.2.296,10.1161/hyp.26.6.886
10.1161/01.cir.98.12.1205,10.1161/circ.87.3.8443904
10.1161/01.cir.79.1.154,10.1161/circ.65.2.7053882
10.1161/01.str.0000226741.20629.b2,10.1161/str.30.11.2280
10.3846/bjrbe.2014.18,10.3846/bjrbe.2014.1805
10.1161/circulationaha.106.178233,10.1161/circ.97.21.2110
10.1161/01.str.31.9.2080,10.1161/str.21.1.2300993
10.1177/0020715214539969,10.17813/maiq.3.1.n41nv8m267572r30
10.1002/0471238961.0102191519201503.a01.pub3,10.1205/cherd.03224
10.26442/00403660.2020.07.000772,10.18821/0234-5730-2017-62-4-172-180
10.1017/cbo9780511803024.010,10.4324/9780203005279
10.3390/su11174689,10.4337/9781847201652.0001
10.1161/01.cir.79.3.687,10.1161/circ.52.5.1175258
10.1161/01.res.38.5.357,10.1161/res.2.1.22
10.1161/01.cir.35.3.530,10.1161/circ.23.4.534
10.1161/01.cir.85.1.188,10.1161/circ.21.1.80
10.1161/01.hyp.5.5_pt_2.iii71,10.1161/circ.66.1.7083520
10.1089/vbz.2008.0191,10.1186/1475/2875-7-38
10.1007/s00248-011-9886-8,10.1111/j.1574-6941.2011.01076.x:
10.1007/5584_2019_369,10.1093/ajcn/80.3.737
10.3390/ijgi9060344,10.1080/19475683.2016.1200670
10.1007/s13277-016-5151-6,10.3892/ijo.2013.2073.
10.3139/146.111427,10.1103/
10.1161/hypertensionaha.114.03608,10.1161/circ.103.13.1752
10.1101/373787,10.1534/genetics.117.300106
10.1161/01.cir.81.2.686,10.1161/circ.61.6.7371135
10.1149/2.0571913jes,10.1016/j.electacta.2006.06.01810.1016/j.electacta.2006.06.018
10.1145/1400112.1400113,10.1145/300979.300995
10.3406/lfr.1998.6255,10.3406/lfr.1973.5647
10.1007/s10964-017-0797-y,10.1037/00223514.84.5.1054
10.1161/01.cir.95.7.1910,10.1161/res.62.4.2964944
10.1080/1463922x.2015.1084397,10.1518/001872007×312496
10.1161/01.hyp.0000154086.58818.5a,10.1161/circ.101.14.1653
10.15709/hswr.2017.37.2.102,10.1007/s10964-011-9648-4.
10.3343/alm.2021.41.3.277,10.1043/1543-2165(2006)130
10.1007/978-3-030-32274-8_8,10.1046/j.15231755.2003.00803.x
10.1161/01.cir.94.4.857,10.1161/circ.91.10.2596
10.1161/jaha.118.008670,10.1161/circ.92.8.2318
10.1177/1557988320970267,10.3390/sports7070154.
10.1111/1752-1688.12421,10.1007/s13157‐011‐0254‐8
10.1161/01.hyp.34.4.854,10.1161/hyp.32.6.1011
10.1145/3086506,10.5555/827269.829000
10.1161/01.res.85.4.338,10.1161/circ.36.1.1
10.1145/3279778.3279920,10.5555/2906831.2906927
10.1093/forestry/cpn054,10.1093/aob/
10.3764/aja.117.4.0581,10.2307/2881847
10.1080/1034912x.2017.1394985,10.4276/030802212x13281650956
10.1145/3432867.3432899,10.5555/188408.188427
10.1351/pac200779050825,10.1038/208365a0.......208365(1965)
10.3389/fphar.2019.00185,10.1016/j.jep.2016.10.08
10.1080/03610926.2012.700368,10.1080/00401706.1992.10485232
10.1161/circimaging.110.961557,10.1161/circ.101.9.948
10.1101/333815,10.1534/g3.115.02569
10.2139/ssrn.3327722,10.2139/ssrn.2967
10.1161/01.cir.6.3.389,10.1161/circ.1.5.1073
10.1007/978-3-030-39051-8_8,10.1001/arch-psyc.60.12.1187
10.1007/978-3-030-33566-3_9,10.5194/acp-13-7075-2013.
10.3390/ma13183929,10.15376/biores.12.4.8078-8092
10.1161/01.str.0000080534.98416.a0,10.1161/str.12.4.7314170
10.1161/circresaha.111.263715,10.1161/circ.100.2.178
10.1177/2382120520951806,10.21873/invivo.11950
10.1161/01.cir.91.6.1807,10.1161/circ.87.1.8419028
10.1145/2818950.2818971,10.5555/645988.674156
10.2979/reseafrilite.42.4.124,10.2307/3821053
10.3835/plantgenome2014.10.0074,10.1111/j.1439‐0388.2007.00701.x
10.4155/fdd-2020-0031,10.1136/bmj.m1808
10.3835/plantgenome2016.07.0058,10.1007/s00425‐012‐1673‐3
10.1161/01.hyp.27.6.1277,10.1161/res.43.1.207459
10.1145/3052973.3053022,10.5555/2283696.2283811
10.1027/0227-5910/a000510,10.1016/j.tics.'2004.05.010
10.1177/1545968317721975,10.1136/bmj.321.7268.1051.
10.1007/s10858-020-00306-0,10.1021/acs.jpcb.1028b00377
10.1177/0093650217697521,10.1080/19312458.2011.62440
10.1161/01.cir.65.4.660,10.1161/circ.57.2.618628
10.5306/wjco.v7.i2.220,10.1016/j.painsymman.2010.07.019
10.1145/3291606,10.5555/3195638.3195656
10.1161/01.cir.0000019905.18467.07,10.1161/circ.96.6.1809
10.1049/mnl.2017.0610,10.1186/2213‐9621‐1‐1
10.1007/978-94-017-8807-6_11,10.1155.2012.5069.1
10.1161/01.cir.43.4.565,10.1161/circ.34.1.87
10.1038/s41598-019-52470-5,10.1093/imamat/xxx000
10.1007/978-981-10-7455-4_4,10.1002/prot.2052
10.3835/plantgenome2018.08.0061,10.1186/1471‐2164‐15‐1
10.1161/01.cir.82.6.2269,10.1161/res.52.2.6297829
10.1161/01.cir.93.9.1740,10.1161/atv91.12.11.1420095
10.1177/0170840615622064,10.1111/joms.12073.
10.1007/s00394-019-01913-w,10.1093/acprof
10.1007/s11116-020-10097-w,10.4324/9780203140710-8
10.1161/01.cir.92.5.1203,10.1161/circ.80.2.2568893
10.1007/978-3-030-55621-1_1,10.1158/2159-8290
10.1007/978-3-030-11336-0_19,10.1590/0102-3773e32223
10.1049/iet-map.2013.0189,10.1088/0031‐9155/49/9/001
10.1007/978-3-319-47426-7_9,10.1111/j.1865–1682.2011.01257
10.1161/01.str.0000056171.55342.ff,10.1161/str.25.12.7974574
10.1145/3415176,10.5555/1866696.1866717
10.1177/1464884920971522,10.1177/1464884918754829.
10.1161/01.atv.19.5.1210,10.1161/hyp.25.1.105
10.1017/9781108771771.003,10.1515/9780691214269
10.1080/23273798.2015.1083113,10.1162/08989290677525000
10.1177/1178622120969658,10.1051/matecconf/201710607006.
10.1161/01.atv.19.2.436,10.1161/atv91.14.3.8123643
10.1161/01.hyp.30.6.1331,10.1161/hyp.28.5.880
10.1103/physrevb.87.121301,10.3938/jkps.39.324
10.1200/jco.2005.12.903,10.1634/theoncologist.2002-0013
10.2979/israelstudies.18.3.41,10.2307/29777506
10.28982/josam.516563,10.1111/ajo.12695.
10.1177/1477370820932080,10.1177/1012690217731293.
10.1017/9781108877329.001,10.28937/978-3-7873-2921-2
10.1161/01.hyp.35.6.1197,10.1161/res.75.1.8013079
10.1161/01.res.77.3.593,10.1161/res.70.4.1551197
10.1177/019874291203700308,10.1007/978-1-4615-9_6
10.1145/1413862.1413866,10.5555/850987.855687
10.2478/s11696-013-0333-9,10.1177/096032719101000405.http://dx.doi.org/10.1177/096032719101000405
10.3389/fonc.2019.00437,10.1158/1535-7163
10.1007/s10639-020-10191-7,10.15702/mall.2012.15.1.31
10.1145/1165389.945458,10.5555/1060289.1060291
10.17795/soj-4461,10.3928/0147-7447-19830401-09
10.1007/s10880-020-09700-0,10.1111/j.1747-4949.2012.00906
10.1161/01.hyp.31.1.378,10.1161/circ.85.1.1728438
10.1007/s43452-020-00118-x,10.1177/1369433219878856)
10.1161/hypertensionaha.109.145839,10.1161/hyp.27.3.523
10.3280/sl2018-152002,10.1177/0038038509340725.
10.1017/cho9781139245869.025,10.1515/9780804772952
10.5772/61231,10.4236/43039
10.1080/2162402x.2017.1408749,10.1126/science.3798106.
10.1038/srep40774,10.1093/ilar.53.3-4.341ilar.53.3-4.341
10.3846/ijspm.2018.318,10.1111/j.1467–8500.2006.00506a.x
10.1007/978-981-13-5998-9_1,10.13140/rg.2.1.30779281
10.1038/s41598-020-59510-5,10.3390/molecules22091430.
10.1046/j.1365-2044.2000.01628.x,10.1002/(sici)1099-1263(199611)16:6[amp]lt;509::aid-jat382[#62]3.0.co;2-v
10.1016/j.chemosphere.2011.08.027,10.1007/s00244-003-2253-0
10.3389/fnhum.2015.00150,10.1073/pnas.87.24.986
10.1155/2015/949085,10.1002/(sici)1096-9861(19971201)388:4lt;507::aid-cne1>3.0.co;2-6
10.1177/0734242x19867754,10.3390/ma12040634.
10.1161/01.cir.0000092184.43176.91,10.1161/atvb.20.9.2094
10.1111/mec.13570,10.1186/gb-2010-11-9-403
10.3389/fmicb.2015.00486,10.1046/j.1365-2958.1999.01516
10.1177/8755122517725327,10.3122/jabfm.2013.05.130012.
10.1161/01.hyp.30.2.168,10.1161/circ.80.3.2527645
10.1161/01.hyp.32.5.825,10.1161/circ.67.5.6682018
10.1007/s10269-008-0932-1,10.1634/theoncologist.2002-0013
10.1007/s11214-016-0291-y,10.1002/9781118664391.ch12
10.1161/01.cir.53.5.865,10.1161/circ.43.4.599
10.18663/tjcl.615645,10.1136/hrt.2005.
10.1111/bjep.12150,10.1111/j.1467-8624.2006.00857
10.18311/jnr/2017/11043,10.1016/j.vetpar.2016.06.012.
10.4161/15384101.2014.949083,10.1093/nar/gkt222.
10.1007/s12528-018-9197-x,10.11120/ndir.2014.0002
10.2307/1293307,10.2307/1757918
10.1161/hypertensionaha.111.187880,10.1161/hyp.37.5.1199
10.1161/atvbaha.107.143578,10.1161/circ.104.24.2981
10.1007/s12035-018-0978-z,10.1038/nrc166754
10.1161/01.cir.0000052617.91920.fd,10.1161/atvb.21.8.1378
10.1007/s11356-019-07368-0,10.11648/j.ajese.20170103.11
10.1108/jieb-08-2017-0032,10.1008/10748120510627358
10.29133/yyutbd.465506,10.1111/j.1750-3841.2008.00744.x.
10.30565/medalanya.553846,10.1016/j.pneurobio.2015.10.004.
10.1161/01.cir.67.2.413,10.1161/circ.35.6.1100
10.1093/mnras/stz572,10.1093/mnras/280.3.903
10.1145/2897188,10.5555/2033408.2033420
10.1002/9781118914069.ch15,10.1111/j.1365‐2729.2010.00391.x
10.1080/19361653.2015.1089807,10.1111/j.15327795.2006.00123.x
10.1177/2324709617740905,10.7534/j.issn.1009-2137.2016.03.016.
10.1161/01.cir.84.6.2598,10.1161/circ.83.2.1899365
10.1080/00224065.2011.11917857,10.1080/00401706.1992.10485232
10.1002/jgra.50131,10.1023/1005227915363
10.1161/01.cir.53.2.369,10.1161/res.24.6.815
10.1161/hh2301.100349,10.1161/res.87.1.73
10.1161/01.cir.37.5.738,10.1161/circ.14.2.250
10.1111/1467-6427.12122,10.1111/j.175-0606.2010.00220x
10.1161/01.str.30.2.378,10.1161/str.17.6.3810706
10.3390/agronomy10010069,10.6088/ijes.2014050100044
10.1161/01.cir.57.5.845,10.1161/circ.49.2.206
10.1039/c0cc02920c,10.1039/c1030cc01420f
10.1007/s00248-020-01562-1,10.1093/bioinformatics/btp35
10.1007/s00128-018-2327-3,10.1051/e3sconf/213002
10.15446/rfnam.v73n2.75423,10.5747/ca.2018
10.1088/1361-6560/abb5c3,10.24425/123914
10.1161/01.atv.0000032656.91352.5e,10.1161/circ.62.1.7379273
10.1007/s10530-020-02222-8,10.21068/bc.v13i2.269
10.1086/313891,10.1059/0003-4819-94-6-808
10.2478/s11696-011-0069-3,10.1002/aic.690010222.http://dx.doi.org/10.1002/aic.690010222
10.1352/1944-7558-123.5.443,10.107/s10803-013-1946-0
10.1161/01.cir.60.1.114,10.1161/circ.57.3.624167
10.18621/eurj.413973,10.2337/dc08-2061.
10.1161/01.cir.85.6.2329,10.1161/circ.81.1.2297818
10.1007/s11682-016-9578-6,10.1080/08870440801998988.
10.1161/01.atv.20.10.2175,10.1161/circ.96.10.3593
10.3280/pr2013-037003,10.1002/cpp.47
10.1080/14606925.2017.1395167,10.1111/drev.10349
10.2478/s11696-014-0582-2,10.1016/j.jcis.2006.01.037.http://dx.doi.org/10.1016/j.jcis.2006.01.037
10.1161/01.cir.103.23.2857,10.1161/circ.93.3.513
10.1161/circep.113.000848,10.1161/res.88.3.333
10.1080/09638237.2019.1581353,10.1176/ps.2010.61.12.1248.
10.3389/fneur.2019.00223,10.1016/j.expneurol.2009.06.012uncitedrefs
10.1161/01.atv.0000152613.83243.12,10.1161/atvb.18.10.1519
10.1007/978-981-13-3504-4_12,10.1038/nature03852;
10.1161/circep.109.921130,10.1161/circ.104.18.2158
10.1007/s11581-017-2421-2,10.1038/srep.19892
10.1002/9781118786352.wbieg0107,10.1111/j.0435-3684.2004.00150
10.1145/2632154,10.5555/827269.828990
10.1007/s12088-019-00783-4,10.1016/j.tibtech.2018.01.01
10.1080/15230430.1999.12003311,10.1080/00040851.1986.12004065
10.1080/07347324.2016.1256714,10.1080/07347324.2013.74313
10.1007/s00520-018-4406-8,10.1097/01.mlr.0000020942.47004.03
10.1017/s0003581516000718,10.5284/1012874)
10.1161/01.cir.93.1.168,10.1161/res.75.3.8062421
10.1161/01.hyp.15.5.482,10.1161/res.60.1.3568282
10.1161/01.cir.59.6.1172,10.1161/circ.58.5.699247
10.3748/wjg.v20.i48.18177,10.1016/j.autrev
10.1161/01.cir.63.2.435,10.1161/circ.50.1.114
10.3390/agronomy10020155,10.2136/sssaj2004.8540
10.1038/s41598-019-47864-4,10.2166/ws.2017.002.
10.1038/s41598-018-20609-5,10.1126/sciimmunol.aah4576
10.1145/3243734.3243783,10.5555/1813084.1813102
10.1177/1715163516682438,10.1016/j.sapharm.2016.02.013.
10.1007/978-981-15-3711-0_28,10.1038/nature1032
10.1145/3290605.3300599,10.5555/2354409.2354723
10.2307/1294784,10.2307/4261164
10.1145/3265723.3265725,10.5555/1700527.1700692
10.1007/978-3-319-06761-2_43,10.1515/9780691213866
10.18826/useeabd.536833,10.1080/11745398.2017.1325759.
10.1161/01.cir.0000083725.72693.ea,10.1161/circ.77.4.3349580
10.1080/00223891.2014.899498,10.2224/sbp.2012.403.453
10.1161/01.cir.90.2.1056,10.1161/circ.85.5.1572059
10.1152/ajpregu.00002.2018,10.1161/hyp.32.5.820
10.1137/130924937,10.1016/0021‐9991(88)90177‐5
10.1080/00140139.2018.1484524,10.1080/15459620490475216.
10.3762/bjoc.15.49,10.1002/(sici)1521-3773(20000103)39:1<44::aid-anie44>3.0.co;2-l|
10.1161/01.str.0000242766.65550.92,10.1161/str.20.5.2718196
10.1007/s11240-020-01864-9,10.13207/j.cnki.jnwafu.2018.07.017
10.1161/01.cir.82.6.2018,10.1161/circ.80.5.2805259
10.1007/978-3-030-49695-1_5,10.1371/journal.pone.0195878.pmid:29702697
10.15237/gida.gd19125,10.1016/j.microc.2008.10.008.
10.1161/01.res.87.12.1118,10.1161/hyp.29.1.374
10.17660/actahortic.2017.1155.88,10.1043/05-59.1
10.1145/2902251.2902302,10.5555/647489.727145
10.18077/chss.2018.76..014,10.18077/chss.2015.64..011
10.1145/1082983.1082974,10.5555/645379.651115
10.1161/01.cir.46.1.74,10.1161/circ.35.1.61
10.1080/17469899.2019.1674140,10.1007/978-981-10-5260-6)
