Invalid_cited_DOI,Cleaned_prefix_DOI
10.1002/adma.200305048.http://dx.doi.org/10.1002/adma.200305048,10.1002/adma.200305048
10.1007/s12033-009-9155-y.http://dx.doi.org/10.1007/s12033-009-9155-y,10.1007/s12033-009-9155-y
10.1007/s10340-009-0259-8.http://dx.doi.org/10.1007/s10340-009-0259-8,10.1007/s10340-009-0259-8
10.1016/j.pt.2005.06.013.http://dx.doi.org/10.1016/j.pt.2005.06.013,10.1016/j.pt.2005.06.013
10.1093/jxb/ern084.http://dx.doi.org/10.1093/jxb/ern084,10.1093/jxb/ern084
10.1002/bit.260260119.http://dx.doi.org/10.1002/bit.260260119,10.1002/bit.260260119
10.1246/bcsj.68.146.http://dx.doi.org/10.1246/bcsj.68.146,10.1246/bcsj.68.146
10.1007/s00216-009-2872-z.http://dx.doi.org/10.1007/s00216-009-2872-z,10.1007/s00216-009-2872-z
10.1021/ja0169670.http://dx.doi.org/10.1021/ja0169670,10.1021/ja0169670
10.1149/1.2069527.http://dx.doi.org/10.1149/1.2069527,10.1149/1.2069527
10.1016/j.jip.2007.05.001.http://dx.doi.org/10.1016/j.jip.2007.05.001,10.1016/j.jip.2007.05.001
10.1039/b100117p.http://dx.doi.org/10.1039/b100117p,10.1039/b100117p
10.1021/ma1023878.http://dx.doi.org/10.1021/ma1023878,10.1021/ma1023878
10.1007/12064.http://dx.doi.org/10.1007/12_064,10.1007/12_064
10.1021/ja9926156.http://dx.doi.org/10.1021/ja9926156,10.1021/ja9926156
10.1093/molbev/msn083.http://dx.doi.org/10.1093/molbev/msn083,10.1093/molbev/msn083
10.1093/schbul/sbl050.http://dx.doi.org/10.1093/schbul/sbl050,10.1093/schbul/sbl050
10.1016/j.catcom.2007.03.002.http://dx.doi.org/10.1016/j.catcom.2007.03.002,10.1016/j.catcom.2007.03.002
10.1021/cm051881h.http://dx.doi.org/10.1021/cm051881h,10.1021/cm051881h
10.1021/jo01365a004.http://dx.doi.org/10.1021/jo01365a004,10.1021/jo01365a004
10.1016/j.bmcl.2003.12.021.http://dx.doi.org/10.1016/j.bmcl.2003.12.021,10.1016/j.bmcl.2003.12.021
10.17085/apm.2015.https://doi.org/10.1.6,10.17085/apm.2015
10.1007/s002160051081.http://dx.doi.org/10.1007/s002160051081,10.1007/s002160051081
10.1016/0022-2011(71)90048-6.http://dx.doi.org/10.1016/0022-2011(71)90048-6,10.1016/0022-2011(71)90048-6
10.1039/c0cs00049c.http://dx.doi.org/10.1039/c0cs00049c,10.1039/c0cs00049c
10.1007/s00442-004-1757-2.http://dx.doi.org/10.1007/s00442-004-1757-2,10.1007/s00442-004-1757-2
10.1016/j.tetlet.2012.03.085.http://dx.doi.org/10.1016/j.tetlet.2012.03.085,10.1016/j.tetlet.2012.03.085
10.2478/s11686-012-0012-yhttp://dx.doi.org/10.2478/s11686-012-0012-y,10.2478/s11686-012-0012-y
10.1016/j.matlet.2006.05.063.http://dx.doi.org/10.1016/j.matlet.2006.05.063,10.1016/j.matlet.2006.05.063
10.1016/0304-3835(85)90159-4.http://dx.doi.org/10.1016/0304-3835(85)90159-4,10.1016/0304-3835(85)90159-4
10.1109/iciic.20https://doi.org/10.42,10.42
10.1063/1.1952570.http://dx.doi.org/10.1063/1.1952570,10.1063/1.1952570
10.1016/j.inoche.2009.12.023.http://dx.doi.org/10.1016/j.inoche.2009.12.023,10.1016/j.inoche.2009.12.023
10.1016/j.pt.2010.01.002http://dx.doi.org/10.1016/j.pt.2010.01.002,10.1016/j.pt.2010.01.002
10.1002/bip.21488.http://dx.doi.org/10.1002/bip.21488,10.1002/bip.21488
10.1016/j.foodchem.2006.10.005.http://dx.doi.org/10.1016/j.foodchem.2006.10.005,10.1016/j.foodchem.2006.10.005
10.1016/j.fuel.2012.08.010.http://dx.doi.org/10.1016/j.fuel.2012.08.010,10.1016/j.fuel.2012.08.010
10.1006/meth.2001.1262.http://dx.doi.org/10.1006/meth.2001.1262,10.1006/meth.2001.1262
10.1002/env.708.http://dx.doi.org/10.1002/env.708,10.1002/env.708
10.1021/ic00221a015.http://dx.doi.org/10.1021/ic00221a015,10.1021/ic00221a015
10.1007/s002530050953.http://dx.doi.org/10.1007/s002530050953,10.1007/s002530050953
10.1002/pi.2998.http://dx.doi.org/10.1002/pi.2998,10.1002/pi.2998
10.1016/j.procbio.2007.11.009.http://dx.doi.org/10.1016/j.procbio.2007.11.009,10.1016/j.procbio.2007.11.009
10.1104/pp.110.156844.http://dx.doi.org/10.1104/pp.110.156844,10.1104/pp.110.156844
10.1111/j.1365-2761.2006.00702.x.http://dx.doi.org/10.1111/j.1365-2761.2006.00702.x,10.1111/j.1365-2761.2006.00702.x
10.1111/j.1550-7408.2002.tb00218.x.http://dx.doi.org/10.1111/j.1550-7408.2002.tb00218.x,10.1111/j.1550-7408.2002.tb00218.x
10.1016/j.poly.2009.10.022.http://dx.doi.org/10.1016/j.poly.2009.10.022,10.1016/j.poly.2009.10.022
10.1111/j.1365-2885.1994.tb00240.xhttp://dx.doi.org/10.1111/j.1365-2885.1994.tb00240.x,10.1111/j.1365-2885.1994.tb00240.x
10.1016/j.jeurceramsoc.2006.04.017.http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.017,10.1016/j.jeurceramsoc.2006.04.017
10.1021/jp076112v.http://dx.doi.org/10.1021/jp076112v,10.1021/jp076112v
10.1007/s10750-008-9555-1.http://dx.doi.org/10.1007/s10750-008-9555-1,10.1007/s10750-008-9555-1
10.1002/elan.1140091802.http://dx.doi.org/10.1002/elan.1140091802,10.1002/elan.1140091802
10.1016/j.clay.2009.11.027.http://dx.doi.org/10.1016/j.clay.2009.11.027,10.1016/j.clay.2009.11.027
10.1016/j.memsci.2011.02.030.http://dx.doi.org/10.1016/j.memsci.2011.02.030,10.1016/j.memsci.2011.02.030
10.1080/09593332508618371.http://dx.doi.org/10.1080/09593332508618371,10.1080/09593332508618371
10.1016/j.molliq.2008.04.005.http://dx.doi.org/10.1016/j.molliq.2008.04.005,10.1016/j.molliq.2008.04.005
10.1166/sl.2011.1679.http://dx.doi.org/10.1166/sl.2011.1679,10.1166/sl.2011.1679
10.1016/j.foreco.2010.01.032.http://dx.doi.org/10.1016/j.foreco.2010.01.032,10.1016/j.foreco.2010.01.032
10.1016/j.polymer.2006.02.013.http://dx.doi.org/10.1016/j.polymer.2006.02.013,10.1016/j.polymer.2006.02.013
10.1016/1010-6030(90)87016-5.http://dx.doi.org/10.1016/1010-6030(90)87016-5,10.1016/1010-6030(90)87016-5
10.1016/j.compchemeng.2006.07.005.http://dx.doi.org/10.1016/j.compchemeng.2006.07.005,10.1016/j.compchemeng.2006.07.005
10.1039/b905925c.http://dx.doi.org/10.1039/b905925c,10.1039/b905925c
10.1016/j.tox.2006.02.002.http://dx.doi.org/10.1016/j.tox.2006.02.002,10.1016/j.tox.2006.02.002
10.2478/s11686-006-0029-1.http://dx.doi.org/10.2478/s11686-006-0029-1,10.2478/s11686-006-0029-1
10.1016/j.colsurfa.2003.09.027.http://dx.doi.org/10.1016/j.colsurfa.2003.09.027,10.1016/j.colsurfa.2003.09.027
10.1006/jssc.2000.8991.http://dx.doi.org/10.1006/jssc.2000.8991,10.1006/jssc.2000.8991
10.1002/jms.793.http://dx.doi.org/10.1002/jms.793,10.1002/jms.793
10.1002/recl.19500690205.http://dx.doi.org/10.1002/recl.19500690205,10.1002/recl.19500690205
10.1039/b901929d.http://dx.doi.org/10.1039/b901929d,10.1039/b901929d
10.1021/ie030364a.http://dx.doi.org/10.1021/ie030364a,10.1021/ie030364a
10.1007/s11104-008-9858-z.http://dx.doi.org/10.1007/s11104-008-9858-z,10.1007/s11104-008-9858-z
10.3923/ajmskr.2010.121.136.http://dx.doi.org/10.3923/ajmskr.2010.121.136,10.3923/ajmskr.2010.121.136
10.1002/jlac.198219820410.http://dx.doi.org/10.1002/jlac.198219820410,10.1002/jlac.198219820410
10.4319/lo.2004.49.1.0001.http://dx.doi.org/10.4319/lo.2004.49.1.0001,10.4319/lo.2004.49.1.0001
10.1002/jctb.401.http://dx.doi.org/10.1002/jctb.401,10.1002/jctb.401
10.2478/s11687-009-0006-yhttp://dx.doi.org/10.2478/s11687-009-0006-y,10.2478/s11687-009-0006-y
10.1016/j.diamond.2005.12.023.http://dx.doi.org/10.1016/j.diamond.2005.12.023,10.1016/j.diamond.2005.12.023
10.3390/molecules15096035.http://dx.doi.org/10.3390/molecules15096035,10.3390/molecules15096035
10.1016/0016-7037(88)90236-0.http://dx.doi.org/10.1016/0016-7037(88)90236-0,10.1016/0016-7037(88)90236-0
10.1063/1.477422.http://dx.doi.org/10.1063/1.477422,10.1063/1.477422
10.1007/s10973-010-0841-6.http://dx.doi.org/10.1007/s10973-010-0841-6,10.1007/s10973-010-0841-6
10.1016/j.desal.2010.02.003.http://dx.doi.org/10.1016/j.desal.2010.02.003,10.1016/j.desal.2010.02.003
10.1021/jo050662c.http://dx.doi.org/10.1021/jo050662c,10.1021/jo050662c
10.1002/jobm.200900361.http://dx.doi.org/10.1002/jobm.200900361,10.1002/jobm.200900361
10.1007/s00436-007-0628-2http://dx.doi.org/10.1007/s00436-007-0628-2,10.1007/s00436-007-0628-2
10.1016/0020-7519(94)00200-8http://dx.doi.org/10.1016/0020-7519(94)00200-8,10.1016/0020-7519(94)00200-8
10.1016/j.colsurfa.2011.01.046.http://dx.doi.org/10.1016/j.colsurfa.2011.01.046,10.1016/j.colsurfa.2011.01.046
10.1002/macp.200700624.http://dx.doi.org/10.1002/macp.200700624,10.1002/macp.200700624
10.1016/j.carbpol.2010.11.015.http://dx.doi.org/10.1016/j.carbpol.2010.11.015,10.1016/j.carbpol.2010.11.015
10.1021/j100195a018.http://dx.doi.org/10.1021/j100195a018,10.1021/j100195a018
10.1016/j.cocis.2009.05.009.http://dx.doi.org/10.1016/j.cocis.2009.05.009,10.1016/j.cocis.2009.05.009
10.1080/13504509.2010.502752.http://dx.doi.org/10.1080/13504509.2010.502752,10.1080/13504509.2010.502752
10.1016/j.livsci.2006.03.017http://dx.doi.org/10.1016/j.livsci.2006.03.017,10.1016/j.livsci.2006.03.017
10.1002/jmor.1051150302.http://dx.doi.org/10.1002/jmor.1051150302,10.1002/jmor.1051150302
10.1016/j.progpolymsci.2010.08.002.http://dx.doi.org/10.1016/j.progpolymsci.2010.08.002,10.1016/j.progpolymsci.2010.08.002
10.1098/rsbl.2009.0611http://dx.doi.org/10.1098/rsbl.2009.0611,10.1098/rsbl.2009.0611
10.1002/cjce.5450640516.http://dx.doi.org/10.1002/cjce.5450640516,10.1002/cjce.5450640516
10.1517/17425247.4.3.263.http://dx.doi.org/10.1517/17425247.4.3.263,10.1517/17425247.4.3.263
10.1139/z93-128.http://dx.doi.org/10.1139/z93-128,10.1139/z93-128
10.3923/pjbs.2008.1414.1421.http://dx.doi.org/10.3923/pjbs.2008.1414.1421,10.3923/pjbs.2008.1414.1421
10.1007/s004110100098.http://dx.doi.org/10.1007/s004110100098,10.1007/s004110100098
10.1093/infdis/172.6.1561.http://dx.doi.org/10.1093/infdis/172.6.1561,10.1093/infdis/172.6.1561
10.1117/12.2055677http://dx.doi.org/10.1117/12.2055677,10.1117/12.2055677
10.1016/j.chroma.2005.09.059.http://dx.doi.org/10.1016/j.chroma.2005.09.059,10.1016/j.chroma.2005.09.059
10.1080/00222930701203853.http://dx.doi.org/10.1080/00222930701203853,10.1080/00222930701203853
10.1055/s-2003-41441.http://dx.doi.org/10.1055/s-2003-41441,10.1055/s-2003-41441
10.1016/j.biombioe.2004.05.005.http://dx.doi.org/10.1016/j.biombioe.2004.05.005,10.1016/j.biombioe.2004.05.005
10.1016/j.synthmet.2005.12.023.http://dx.doi.org/10.1016/j.synthmet.2005.12.023,10.1016/j.synthmet.2005.12.023
10.1002/macp.200900444.http://dx.doi.org/10.1002/macp.200900444,10.1002/macp.200900444
10.1016/j.polymer.2009.03.019.http://dx.doi.org/10.1016/j.polymer.2009.03.019,10.1016/j.polymer.2009.03.019
10.1021/la000553n.http://dx.doi.org/10.1021/la000553n,10.1021/la000553n
10.2307/1590686.http://dx.doi.org/10.2307/1590686,10.2307/1590686
10.1136/pgmj.2005.036087.http://dx.doi.org/10.1136/pgmj.2005.036087,10.1136/pgmj.2005.036087
10.1016/j.febslet.2005.04.010.http://dx.doi.org/10.1016/j.febslet.2005.04.010,10.1016/j.febslet.2005.04.010
10.2307/3284227.http://dx.doi.org/10.2307/3284227,10.2307/3284227
10.1016/j.foodchem.2011.08.074.http://dx.doi.org/10.1016/j.foodchem.2011.08.074,10.1016/j.foodchem.2011.08.074
10.2478/s11687-006-0042-9http://dx.doi.org/10.2478/s11687-006-0042-9,10.2478/s11687-006-0042-9
10.1016/j.synthmet.2008.11.030.http://dx.doi.org/10.1016/j.synthmet.2008.11.030,10.1016/j.synthmet.2008.11.030
10.1016/j.bios.2008.10.031.http://dx.doi.org/10.1016/j.bios.2008.10.031,10.1016/j.bios.2008.10.031
10.1016/j.watres.2004.03.017.http://dx.doi.org/10.1016/j.watres.2004.03.017,10.1016/j.watres.2004.03.017
10.1016/j.vetpar.2011.05.031.http://dx.doi.org/10.1016/j.vetpar.2011.05.031,10.1016/j.vetpar.2011.05.031
10.1007/s10853-006-0795-z.http://dx.doi.org/10.1007/s10853-006-0795-z,10.1007/s10853-006-0795-z
10.1016/j.ssc.2003.10.015.http://dx.doi.org/10.1016/j.ssc.2003.10.015,10.1016/j.ssc.2003.10.015
10.1016/j.jcs.2008.03.006.http://dx.doi.org/10.1016/j.jcs.2008.03.006,10.1016/j.jcs.2008.03.006
10.1021/ja0567081.http://dx.doi.org/10.1021/ja0567081,10.1021/ja0567081
10.1505/ifor.12.1.27.http://dx.doi.org/10.1505/ifor.12.1.27,10.1505/ifor.12.1.27
10.1016/j.cej.2007.11.019.http://dx.doi.org/10.1016/j.cej.2007.11.019,10.1016/j.cej.2007.11.019
10.1016/j.bbapap.2008.01.014.http://dx.doi.org/10.1016/j.bbapap.2008.01.014,10.1016/j.bbapap.2008.01.014
10.1021/je60035a028.http://dx.doi.org/10.1021/je60035a028,10.1021/je60035a028
10.1016/j.aca.2005.08.018.http://dx.doi.org/10.1016/j.aca.2005.08.018,10.1016/j.aca.2005.08.018
10.1016/j.tet.2006.04.051.http://dx.doi.org/10.1016/j.tet.2006.04.051,10.1016/j.tet.2006.04.051
10.1016/j.procbio.2005.03.074.http://dx.doi.org/10.1016/j.procbio.2005.03.074,10.1016/j.procbio.2005.03.074
10.1016/j.electacta.2011.01.058.http://dx.doi.org/10.1016/j.electacta.2011.01.058,10.1016/j.electacta.2011.01.058
10.3390/molecules14051869.http://dx.doi.org/10.3390/molecules14051869,10.3390/molecules14051869
10.1139/cjz-79-11-2014.http://dx.doi.org/10.1139/cjz-79-11-2014,10.1139/cjz-79-11-2014
10.1007/s10295-009-0687-8.http://dx.doi.org/10.1007/s10295-009-0687-8,10.1007/s10295-009-0687-8
10.1021/jf300569w.http://dx.doi.org/10.1021/jf300569w,10.1021/jf300569w
10.1016/j.foodchem.2005.12.013.http://dx.doi.org/10.1016/j.foodchem.2005.12.013,10.1016/j.foodchem.2005.12.013
10.1016/j.tetasy.2005.06.039.http://dx.doi.org/10.1016/j.tetasy.2005.06.039,10.1016/j.tetasy.2005.06.039
10.1016/j.chroma.2009.12.043.http://dx.doi.org/10.1016/j.chroma.2009.12.043,10.1016/j.chroma.2009.12.043
10.1055/s-2002-23133.http://dx.doi.org/10.1055/s-2002-23133,10.1055/s-2002-23133
10.2116/analsci.20.645.http://dx.doi.org/10.2116/analsci.20.645,10.2116/analsci.20.645
10.1016/j.ceramint.2012.06.042.http://dx.doi.org/10.1016/j.ceramint.2012.06.042,10.1016/j.ceramint.2012.06.042
10.1016/j.tox.2004.07.020.http://dx.doi.org/10.1016/j.tox.2004.07.020,10.1016/j.tox.2004.07.020
10.1007/s10717-008-9033-2http://dx.doi.org/10.1007/s10717-008-9033-2,10.1007/s10717-008-9033-2
10.1002/pen.11035.http://dx.doi.org/10.1002/pen.11035,10.1002/pen.11035
10.1063/1.470117.http://dx.doi.org/10.1063/1.470117,10.1063/1.470117
10.1007/s12665-011-1298-z.http://dx.doi.org/10.1007/s12665-011-1298-z,10.1007/s12665-011-1298-z
10.1016/j.ces.2008.10.035.http://dx.doi.org/10.1016/j.ces.2008.10.035,10.1016/j.ces.2008.10.035
10.2478/s11696-008-0017-z.http://dx.doi.org/10.2478/s11696-008-0017-z,10.2478/s11696-008-0017-z
10.3987/rev-00-536.http://dx.doi.org/10.3987/-00-536,10.3987/rev-00-536
10.1007/s004360050057http://dx.doi.org/10.1007/s004360050057,10.1007/s004360050057
10.1016/j.apcatb.2007.09.035.http://dx.doi.org/10.1016/j.apcatb.2007.09.035,10.1016/j.apcatb.2007.09.035
10.1007/s00442-004-1741-xhttp://dx.doi.org/10.1007/s00442-004-1741-x,10.1007/s00442-004-1741-x
10.2478/s11696-010-0088-5.http://dx.doi.org/10.2478/s11696-010-0088-5,10.2478/s11696-010-0088-5
10.1006/mpev.2001.0930.http://dx.doi.org/10.1006/mpev.2001.0930,10.1006/mpev.2001.0930
10.1016/j.jpowsour.2010.01.003.http://dx.doi.org/10.1016/j.jpowsour.2010.01.003,10.1016/j.jpowsour.2010.01.003
10.1007/s00792-004-0382-7.http://dx.doi.org/10.1007/s00792-004-0382-7,10.1007/s00792-004-0382-7
10.1135/cccc19931821.http://dx.doi.org/10.1135/cccc19931821,10.1135/cccc19931821
10.1111/j.1365-3024.2009.01098.x.http://dx.doi.org/10.1111/j.1365-3024.2009.01098.x,10.1111/j.1365-3024.2009.01098.x
10.1021/ie960452d.http://dx.doi.org/10.1021/ie960452d,10.1021/ie960452d
10.1016/j.vetpar.2004.11.027.http://dx.doi.org/10.1016/j.vetpar.2004.11.027,10.1016/j.vetpar.2004.11.027
10.1016/j.progpolymsci.2010.07.006.http://dx.doi.org/10.1016/j.progpolymsci.2010.07.006,10.1016/j.progpolymsci.2010.07.006
10.1016/1044-0305(93)85081-8.http://dx.doi.org/10.1016/1044-0305(93)85081-8,10.1016/1044-0305(93)85081-8
10.1039/b809136f.http://dx.doi.org/10.1039/b809136f,10.1039/b809136f
10.1021/ic035413q.http://dx.doi.org/10.1021/ic035413q,10.1021/ic035413q
10.1038/1741057a0.http://dx.doi.org/10.1038/1741057a0,10.1038/1741057a0
10.1021/la700492s.http://dx.doi.org/10.1021/la700492s,10.1021/la700492s
10.1007/s10529-012-0875-x.http://dx.doi.org/10.1007/s10529-012-0875-x,10.1007/s10529-012-0875-x
10.1021/la063229m.http://dx.doi.org/10.1021/la063229m,10.1021/la063229m
10.1021/jo00383a028.http://dx.doi.org/10.1021/jo00383a028,10.1021/jo00383a028
10.1016/j.matchar.2010.02.012.http://dx.doi.org/10.1016/j.matchar.2010.02.012,10.1016/j.matchar.2010.02.012
10.1021/ja01204a020.http://dx.doi.org/10.1021/ja01204a020,10.1021/ja01204a020
10.1007/s11230-005-5494-7.http://dx.doi.org/10.1007/s11230-005-5494-7,10.1007/s11230-005-5494-7
10.3347/kjp.2008.46.3.199.http://dx.doi.org/10.3347/kjp.2008.46.3.199,10.3347/kjp.2008.46.3.199
10.1016/0043-1354(94)90013-2.http://dx.doi.org/10.1016/0043-1354(94)90013-2,10.1016/0043-1354(94)90013-2
10.1016/j.jas.2010.08.022.http://dx.doi.org/10.1016/j.jas.2010.08.022,10.1016/j.jas.2010.08.022
10.1016/0141-0229(87)90121-9.http://dx.doi.org/10.1016/0141-0229(87)90121-9,10.1016/0141-0229(87)90121-9
10.1016/j.vetmic.2011.05.044http://dx.doi.org/10.1016/j.vetmic.2011.05.044,10.1016/j.vetmic.2011.05.044
10.1016/j.molbiopara.2008.02.00.http://dx.doi.org/10.1016/j.molbiopara.2008.02.007,10.1016/j.molbiopara.2008.02.007
10.1021/ic9800637.http://dx.doi.org/10.1021/ic9800637,10.1021/ic9800637
10.1021/ja00905a001.http://dx.doi.org/10.1021/ja00905a001,10.1021/ja00905a001
10.1016/j.ica.2013.06.016.http://dx.doi.org/10.1016/j.ica.2013.06.016,10.1016/j.ica.2013.06.016
10.1039/dt9720001219.http://dx.doi.org/10.1039/dt9720001219,10.1039/dt9720001219
10.1016/j.biombioe.2007.11.004.http://dx.doi.org/10.1016/j.biombioe.2007.11.004,10.1016/j.biombioe.2007.11.004
10.1016/j.msec.2011.08.018.http://dx.doi.org/10.1016/j.msec.2011.08.018,10.1016/j.msec.2011.08.018
10.1093/molbev/msi121.http://dx.doi.org/10.1093/molbev/msi121,10.1093/molbev/msi121
10.1016/j.sbi.2009.04.001.http://dx.doi.org/10.1016/j.sbi.2009.04.001,10.1016/j.sbi.2009.04.001
10.1260/0263617011494600.http://dx.doi.org/10.1260/0263617011494600,10.1260/0263617011494600
10.1002/pi.1899.http://dx.doi.org/10.1002/pi.1899,10.1002/pi.1899
10.1016/j.envint.2011.02.017.http://dx.doi.org/10.1016/j.envint.2011.02.017,10.1016/j.envint.2011.02.017
10.1063/1.1677527.http://dx.doi.org/10.1063/1.1677527,10.1063/1.1677527
10.1016/j.foodhyd.2006.03.012.http://dx.doi.org/10.1016/j.foodhyd.2006.03.012,10.1016/j.foodhyd.2006.03.012
10.1016/0039-9140(79)80278-7.http://dx.doi.org/10.1016/0039-9140(79)80278-7,10.1016/0039-9140(79)80278-7
10.1021/ma992091u.http://dx.doi.org/10.1021/ma992091u,10.1021/ma992091u
10.1021/ci050212l.http://dx.doi.org/10.1021/ci050212l,10.1021/ci050212l
10.1016/j.polymer.2004.12.057.http://dx.doi.org/10.1016/j.polymer.2004.12.057,10.1016/j.polymer.2004.12.057
10.1038/2211016a0.http://dx.doi.org/10.1038/2211016a0,10.1038/2211016a0
10.1063/1.1667908.http://dx.doi.org/10.1063/1.1667908,10.1063/1.1667908
10.1016/j.ab.2006.08.020.http://dx.doi.org/10.1016/j.ab.2006.08.020,10.1016/j.ab.2006.08.020
10.1002/adsc.200505268.http://dx.doi.org/10.1002/adsc.200505268,10.1002/adsc.200505268
10.1016/j.carbpol.2013.01.087.http://dx.doi.org/10.1016/j.carbpol.2013.01.087,10.1016/j.carbpol.2013.01.087
10.1002/jctb.1243.http://dx.doi.org/10.1002/jctb.1243,10.1002/jctb.1243
10.1016/j.cell.2007.05.047.http://dx.doi.org/10.1016/j.cell.2007.05.047,10.1016/j.cell.2007.05.047
10.1654/4191.1http://dx.doi.org/10.1654/4191.1,10.1654/4191.1
10.1016/j.smallrumres.2007.12.012http://dx.doi.org/10.1016/j.smallrumres.2007.12.012,10.1016/j.smallrumres.2007.12.012
10.1021/je960216+.http://dx.doi.org/10.1021/je960216+,10.1021/je960216+
10.1007/s00436-006-0180-5.http://dx.doi.org/10.1007/s00436-006-0180-5,10.1007/s00436-006-0180-5
10.1016/j.cplett.2005.08.062.http://dx.doi.org/10.1016/j.cplett.2005.08.062,10.1016/j.cplett.2005.08.062
10.1016/j.ssi.2008.01.080.http://dx.doi.org/10.1016/j.ssi.2008.01.080,10.1016/j.ssi.2008.01.080
10.1007/s11998-008-9140-6.http://dx.doi.org/10.1007/s11998-008-9140-6,10.1007/s11998-008-9140-6
10.1099/mic.0.2006/002683-0.http://dx.doi.org/10.1099/mic.0.2006/002683-0,10.1099/mic.0.2006/002683-0
10.2307/3282974.http://dx.doi.org/10.2307/3282974,10.2307/3282974
10.1016/j.ympev.2007.03.019.http://dx.doi.org/10.1016/j.ympev.2007.03.019,10.1016/j.ympev.2007.03.019
10.1016/j.bmcl.2012.01.032.http://dx.doi.org/10.1016/j.bmcl.2012.01.032,10.1016/j.bmcl.2012.01.032
10.1246/cl.2005.42.http://dx.doi.org/10.1246/cl.2005.42,10.1246/cl.2005.42
10.1021/la104402z.http://dx.doi.org/10.1021/la104402z,10.1021/la104402z
10.1016/j.cattod.2003.09.012.http://dx.doi.org/10.1016/j.cattod.2003.09.012,10.1016/j.cattod.2003.09.012
10.1016/j.cis.2012.02.001.http://dx.doi.org/10.1016/j.cis.2012.02.001,10.1016/j.cis.2012.02.001
10.1016/j.vetpar.2010.03.040http://dx.doi.org/10.1016/j.vetpar.2010.03.040,10.1016/j.vetpar.2010.03.040
10.1039/b819615j.http://dx.doi.org/10.1039/b819615j,10.1039/b819615j
10.1039/b210165c.http://dx.doi.org/10.1039/b210165c,10.1039/b210165c
10.1016/j.biotechadv.2008.07.006.http://dx.doi.org/10.1016/j.biotechadv.2008.07.006,10.1016/j.biotechadv.2008.07.006
10.1080/00218460801952809.http://dx.doi.org/10.1080/00218460801952809,10.1080/00218460801952809
10.1007/s11250-011-0048-2.http://dx.doi.org/10.1007/s11250-011-0048-2,10.1007/s11250-011-0048-2
10.1038/335414a0.http://dx.doi.org/10.1038/335414a0,10.1038/335414a0
10.1016/j.tetlet.2003.08.057.http://dx.doi.org/10.1016/j.tetlet.2003.08.057,10.1016/j.tetlet.2003.08.057
10.1006/expr.1995.1025http://dx.doi.org/10.1006/expr.1995.1025,10.1006/expr.1995.1025
10.1016/j.ijpara.2007.01.014http://dx.doi.org/10.1016/j.ijpara.2007.01.014,10.1016/j.ijpara.2007.01.014
10.1021/cm052107x.http://dx.doi.org/10.1021/cm052107x,10.1021/cm052107x
10.1016/j.saa.2007.10.027.http://dx.doi.org/10.1016/j.saa.2007.10.027,10.1016/j.saa.2007.10.027
10.1021/cr60234a002.http://dx.doi.org/10.1021/cr60234a002,10.1021/cr60234a002
10.1021/ja028371y.http://dx.doi.org/10.1021/ja028371y,10.1021/ja028371y
10.1016/j.lwt.2003.10.008.http://dx.doi.org/10.1016/j.lwt.2003.10.008,10.1016/j.lwt.2003.10.008
10.101/j.vetpar.2011.01.040http://dx.doi.org/10.1016/j.vetpar.2011.01.040,10.1016/j.vetpar.2011.01.040
10.1016/j.ejmech.2006.01.001.http://dx.doi.org/10.1016/j.ejmech.2006.01.001,10.1016/j.ejmech.2006.01.001
10.1002/pola.23388.http://dx.doi.org/10.1002/pola.23388,10.1002/pola.23388
10.2478/s11687-011-0039-xhttp://dx.doi.org/10.2478/s11687-011-0039-x,10.2478/s11687-011-0039-x
10.2478/s11696-011-0087-1.http://dx.doi.org/10.2478/s11696-011-0087-1,10.2478/s11696-011-0087-1
10.1016/j.carbpol.2010.11.004.http://dx.doi.org/10.1016/j.carbpol.2010.11.004,10.1016/j.carbpol.2010.11.004
10.1021/cr020080k.http://dx.doi.org/10.1021/cr020080k,10.1021/cr020080k
10.1016/j.exppara.2010.04.011.http://dx.doi.org/10.1016/j.exppara.2010.04.011,10.1016/j.exppara.2010.04.011
10.1111/1523-1747.ep12540786.http://dx.doi.org/10.1111/1523-1747.ep12540786,10.1111/1523-1747.ep12540786
10.1016/j.ejmech.2008.10.003.http://dx.doi.org/10.1016/j.ejmech.2008.10.003,10.1016/j.ejmech.2008.10.003
10.14411/fp.2006.018http://dx.doi.org/10.14411/fp.2006.018,10.14411/fp.2006.018
10.1063/1.352073.http://dx.doi.org/10.1063/1.352073,10.1063/1.352073
10.1021/om000885n.http://dx.doi.org/10.1021/om000885n,10.1021/om000885n
10.1016/j.parint.2010.04.008.http://dx.doi.org/10.1016/j.parint.2010.04.008,10.1016/j.parint.2010.04.008
10.1002/anie.200460037.http://dx.doi.org/10.1002/anie.200460037,10.1002/anie.200460037
10.1016/j.chemosphere.2006.04.072.http://dx.doi.org/10.1016/j.chemosphere.2006.04.072,10.1016/j.chemosphere.2006.04.072
10.1006/jcis.2002.8357.http://dx.doi.org/10.1006/jcis.2002.8357,10.1006/jcis.2002.8357
10.1016/j.saa.2004.04.002.http://dx.doi.org/10.1016/j.saa.2004.04.002,10.1016/j.saa.2004.04.002
