Valid_citing_DOI,Invalid_cited_DOI,Valid_DOI,Already_valid,Prefix_error,Suffix_error,Other-type_error
10.1161/01.str.23.9.1337,10.1161/circ.67.5.6831665,,0,0,0,0
10.1145/3394171.3413760,10.5555/2946645.3053487,,0,0,0,0
10.1101/2020.02.14.948893,10.1016/j.immuni.2008.05.011.,10.1016/J.IMMUNI.2008.05.011,0,0,1,0
10.1080/02726351.2015.1116476,10.1179/cmq.1996.35.4.353.,10.1179/CMQ.1996.35.4.353,0,0,1,0
10.1002/2017jc013746,10.7203/sjp.29.2.17801,10.7203/sjp.29.2.17801,1,0,0,0
10.1161/01.cir.0000070964.96190.67,10.1161/res.63.3.2457459,,0,0,0,0
10.2478/s11686-009-0003-9,10.2307/1937807.http://dx.doi.org/10.2307/1937807,10.2307/1937807,0,1,0,0
10.1161/01.cir.101.15.1861,10.1161/circ.93.9.1747,,0,0,0,0
10.4103/ijves.ijves_73_19,10.1007/s10549-015-3408-1,10.1007/s10549-015-3408-1,1,0,0,0
10.1145/2664168.2664169,10.5555/646039.678318,,0,0,0,0
10.1126/science.aba3163,10.1201/9780429246593,10.1201/9780429246593,1,0,0,0
10.1177/1178638818773072,10.1002/cphy.c110058.,10.1002/CPHY.C110058,0,0,1,0
10.1161/circep.111.964890,10.1161/circ.99.11.1492,,0,0,0,0
10.1161/circulationaha.104.481283,10.1161/circ.82.6.2146991,,0,0,0,0
10.1080/01431161.2020.1804088,10.3969/j..1673-3363.2011.04.029,,0,0,0,0
10.1145/2593882.2593885,10.5555/1765871.1765924,,0,0,0,0
10.15171/ps.2018.44,10.14429/dsj.59.1489,,0,0,0,0
10.2113/eeg-1830,10.1002/9781118666951.ch1,,0,0,0,0
10.1161/str.32.9.2029,10.1161/circ.90.2.8044938,,0,0,0,0
10.1073/pnas.0701135104,10.1093/aob/,,0,0,0,0
10.3280/pds2016-001010,10.1037/0022-3514.59.1.11,,0,0,0,0
10.1161/01.cir.45.3.534,10.1161/res.24.2.167,,0,0,0,0
10.1080/17405629.2016.1147344,10.1007/978–1–4614–0586–3,,0,0,0,0
10.1177/0363546516654910,10.1016/j.joca.2015.09.009.,10.1016/J.JOCA.2015.09.009,0,0,1,0
10.1007/978-3-319-46994-2_19,10.1007/s11027-014-9590,,0,0,0,0
10.1161/01.cir.101.12.1483,10.1161/str.30.1.49,,0,0,0,0
10.1007/s10658-019-01794-z,10.3390/md151203753,,0,0,0,0
10.1161/01.cir.78.5.1267,10.1161/circ.65.5.7074755,,0,0,0,0
10.3389/fpsyg.2020.607294,10.23750/abm.v90i1.7626,10.23750/abm.v90i1.7626,1,0,0,0
10.1093/jxb/erx085,10.18174/njas.v31i4.16938,10.18174/njas.v31i4.16938,1,0,0,0
10.1161/01.res.69.1.123,10.1161/circ.76.1.2439233,,0,0,0,0
10.1161/hypertensionaha.112.193318,10.1161/circ.97.4.363,,0,0,0,0
10.1161/jaha.112.004093,10.1161/atvb.19.5.1156,,0,0,0,0
10.1161/01.cir.94.12.3362,10.1161/res.63.1.3383377,,0,0,0,0
10.1161/01.cir.77.5.967,10.1161/circ.67.3.6821894,,0,0,0,0
10.1161/hypertensionaha.112.193318,10.1161/circ.90.5.7955218,,0,0,0,0
10.1161/jaha.117.008127,10.1161/circ.50.5.911,,0,0,0,0
10.1007/s12517-020-06025-y,10.1016/j.advwatres.10.004,,0,0,0,0
10.1177/1010539511416806,10.1177/10105395093545722010,,0,0,0,0
10.1002/2016jd024832,10.1016/j.elsat.2006.07.010,,0,0,0,0
10.1007/978-3-030-49924-2_15,10.1007/s10295-10010-10798-10292,,0,0,0,0
10.2174/1570179417666191218115126,10.1016/j.cclet.2010.09.013.,10.1016/J.CCLET.2010.09.013,0,0,1,0
10.1145/2856030,10.5555/1958016.1958019,,0,0,0,0
10.1088/1755-1315/302/1/012036,10.1088/1755-1315/180/1/0120051901,,0,0,0,0
10.1161/01.res.0000247932.71270.2c,10.1161/circ.102.22.2751,,0,0,0,0
10.14341/probl201561250-54,10.1043/0003-9985(2003,,0,0,0,0
10.1161/01.res.66.3.804,10.1161/res.63.6.2973847,,0,0,0,0
10.1080/07391102.2017.1332689,10.1371/journal.pone,,0,0,0,0
10.1161/atvbaha.108.181925,10.1161/res.84.1.113,,0,0,0,0
10.1161/01.hyp.35.1.280,10.1161/hyp.32.6.1060,,0,0,0,0
10.1161/01.res.48.1.112,10.1161/res.43.4.210973,,0,0,0,0
10.1002/ecy.1788,10.2202/1544-6115,,0,0,0,0
10.2196/11058,10.1353/hpu.2010.0940,,0,0,0,0
10.21055/preprints-3111756,10.1186/s12967-020-02392-y,10.1186/s12967-020-02392-y,1,0,0,0
10.1101/2020.01.08.899146,10.1101/gad.212401,,0,0,0,0
10.3748/wjg.v22.i38.8472,10.1111pedi.12261,,0,0,0,0
10.1161/01.str.0000257304.21967.ba,10.1161/str.30.8.1604,,0,0,0,0
10.1177/0047287518789285,10.1177/0047287518764345.,10.1177/0047287518764345,0,0,1,0
10.2307/30148384,10.2307/1703491,,0,0,0,0
10.1161/atvbaha.115.305290,10.1161/atvb.20.11.2336,,0,0,0,0
10.1525/auk.2012.11093,10.2307/25592662,,0,0,0,0
10.1161/hc3901.095960,10.1161/circ.97.22.2283,,0,0,0,0
10.3389/fchem.2019.00489,10.1146/annurev.immunol.021908.132554.,10.1146/ANNUREV.IMMUNOL.021908.132554,0,0,1,0
10.1002/2014jc010520,10.1175/1520-0442(2000)013,,0,0,0,0
10.1007/s00180-020-01014-x,10.1201/9780429246593,10.1201/9780429246593,1,0,0,0
10.1161/01.atv.0000080948.08888.bf,10.1161/circ.91.5.1444,,0,0,0,0
10.1007/978-3-319-49418-0_5,10.1787/9789264000000-en,,0,0,0,0
10.1145/383779.383785,10.5555/794197.795075,,0,0,0,0
10.1161/01.hyp.0000185148.27901.fe,10.1161/hyp.30.6.1525,,0,0,0,0
10.1161/01.cir.0000155618.37779.a0,10.1161/circ.105.2.181,,0,0,0,0
10.1007/978-3-030-23505-5_5,10.5951/jresematheduc.49.4.037,,0,0,0,0
10.11647/obp.0200,10.1080/10304312.2013.85486,,0,0,0,0
10.1161/circresaha.111.243758,10.1161/circ.99.1.96,,0,0,0,0
10.1007/s40806-020-00245-x,10.1080/15298868.2017.135354,,0,0,0,0
10.1029/2012rg000388,10.1016/j/aeolia.2011.08.002,,0,0,0,0
10.1161/circulationaha.107.717702,10.1161/circ.84.5.1934383,,0,0,0,0
10.1057/978-1-137-55623-3_11,10.1057/ejdr.2014,,0,0,0,0
10.14710/presipitasi.v17i3.344-352,10.1088/1742-6596/1402/3/033073.,10.1088/1742-6596/1402/3/033073,0,0,1,0
10.1515/jogs-2018-0010,10.1126/.1099192,,0,0,0,0
10.13169/intejcubastud.6.2.0157,10.2307/3993169,,0,0,0,0
10.1145/3308558.3314132,10.5555/2035368.2035414,,0,0,0,0
10.1161/circinterventions.110.960872,10.1161/circ.76.2.2955956,,0,0,0,0
10.1155/2020/8898874,10.14196/sjvs.v2i9.990,,0,0,0,0
10.2307/1309205,10.2307/1686482,,0,0,0,0
10.1007/s11356-019-07430-x,10.1016/s01681656(02)00303-6,,0,0,0,0
10.1007/978-1-4939-8763-4_724,10.1007/978-3-642-27737-5559-2,,0,0,0,0
10.1016/b978-0-08-043201-4.50028-9,10.18174/njas.v45i3.510,10.18174/njas.v45i3.510,1,0,0,0
10.1145/1594834.1480890,10.5555/1765931.1765947,,0,0,0,0
10.1017/9781108650182.048,10.1136/medhum-2018-011493,10.1136/medhum-2018-011493,1,0,0,0
10.17116/patol20198103151,10.1093/jmicro51.4.275,,0,0,0,0
10.1161/01.res.82.12.1312,10.1161/res.54.6.6145527,,0,0,0,0
10.1080/14719037.2016.1200119,10.1111/j.1467-9302.2005.00447.x,,0,0,0,0
10.3835/plantgenome2018.06.0045,10.1111/j.1439‐0388.2007.00702.x,,0,0,0,0
10.1161/01.str.27.3.370,10.1161/str.26.3.361,,0,0,0,0
10.1080/10406026.2019.1661947,10.1093/toxsci/171.75,,0,0,0,0
10.1002/2013jd021319,10.1016/j.jqsrt.2013.07.002i,,0,0,0,0
10.1155/2015/298046,10.1175/1520-0493(1983)11160;1646:ssrity62;2.0.co;2,,0,0,0,0
10.1177/0255761418794720,10.1111/j.1467–8535.2012.01368.x,,0,0,0,0
10.1161/01.str.30.3.529,10.1161/circ.95.5.1132,,0,0,0,0
10.1007/s00114-017-1511-3,10.1663/0006-8101(2006)72,,0,0,0,0
10.1111/jcal.12475,10.37237/050404,10.37237/050404,1,0,0,0
10.3280/ses2016-003004,10.1093/jopart/mum01,,0,0,0,0
10.2307/30141998,10.2307/4459058,,0,0,0,0
10.1161/01.str.11.5.433,10.1161/circ.6.1.1,,0,0,0,0
10.1002/j.0022-0337.2010.74.2.tb04860.x,10.1002/j.0022-0337.2007.71.2.tb04276.x,10.1002/j.0022-0337.2007.71.2.tb04276.x,1,0,0,0
10.1051/0004-6361/202038271,10.3847/1538-4365/ab929e,10.3847/1538-4365/ab929e,1,0,0,0
10.1049/mnl.2018.0055,10.1007/s11671‐010‐9652‐8,,0,0,0,0
10.1080/00207543.2011.571448,10.1080/00401706.1986.10488171,,0,0,0,0
10.1161/hc0702.104128,10.1161/res.73.3.8394223,,0,0,0,0
10.1161/01.cir.79.3.712,10.1161/res.62.1.2826039,,0,0,0,0
10.1080/0020739x.2013.868538,10.3102/0013189×08329195,,0,0,0,0
10.1161/circresaha.109.210658,10.1161/res.82.10.1094,,0,0,0,0
10.1161/01.cir.53.2.286,10.1161/circ.50.2.248,,0,0,0,0
10.1080/10904018.2017.1397519,10.1017/9781107279186.018,,0,0,0,0
10.1145/2959100.2959154,10.5555/944919.944937,,0,0,0,0
10.1161/01.atv.0000033821.96354.90,10.1161/res.89.9.763,,0,0,0,0
10.1161/strokeaha.109.574160,10.1161/str.29.5.975,,0,0,0,0
10.1002/rra.3097,10.1111/fwb12617,,0,0,0,0
10.1017/9781108655101.006,10.25071/1920-7336.37504,10.25071/1920-7336.37504,1,0,0,0
10.1136/vr.m4031,10.1136/vr.107.24.549,,0,0,0,0
10.1161/hypertensionaha.115.04898,10.1161/circ.102.14.1710,,0,0,0,0
10.1161/01.str.22.8.1032,10.1161/str.19.10.3051532,,0,0,0,0
10.1002/9781119438519.ch24,10.1111/j.1752‐0606.2009.00183.x,,0,0,0,0
10.1186/s12879-020-05646-8,10.1155/2017/63090,,0,0,0,0
10.1161/01.res.65.1.164,10.1161/circ.49.1.32,,0,0,0,0
10.21333/lglj.2018.18.2.007,10.16974/stlr.2015.21.2.010010,,0,0,0,0
10.1007/s00299-020-02544-w,10.1111/j.1470-8744.1999.tb00899.x,,0,0,0,0
10.1007/978-3-030-51031-2_5,10.1001/jamanetworkopen.2018.605,,0,0,0,0
10.1007/978-3-030-51905-6_9,10.2134/agronj1992.0002196200840001002,,0,0,0,0
10.1075/swll.17.06kaa,10.1177/00935087014001005,,0,0,0,0
10.1145/2642769.2642774,10.5555/2042476.2042505,,0,0,0,0
10.1161/01.cir.0000046342.46135.cb,10.1161/res.88.2.188,,0,0,0,0
10.1161/01.cir.94.12.3190,10.1161/res.70.6.1576738,,0,0,0,0
10.1177/0886260516628808,10.1111/j.1471-6402.2007.00385,,0,0,0,0
10.1145/2993369.2993375,10.5555/2421676.2421681,,0,0,0,0
10.2147/ndt.s278248,10.1371/journal.pone.01828172,,0,0,0,0
10.15446/ing.investig.v38n3.75281,10.1016/j,,0,0,0,0
10.1080/15320383.2017.1355351,10.1111/j.1365-2486.2005.00955.x.,10.1111/J.1365-2486.2005.00955.X,0,0,1,0
10.1161/01.atv.15.9.1492,10.1161/res.40.2.844144,,0,0,0,0
10.1162/neco_a_01255,10.1146/annurevneuro-070815-013824,,0,0,0,0
10.1080/00223980.2012.730563,10.1037/1089-2690.9.4.342,,0,0,0,0
10.1161/01.str.0000017222.48968.6e,10.1161/str.25.6.8202974,,0,0,0,0
10.1177/1548512920958079,10.1117/12.886513.,10.1117/12.886513,0,0,1,0
10.1177/1368430215615682,10.1111/j.1467–9280.2007.01882.x,,0,0,0,0
10.1155/2014/439634,10.1080/10910340701554873,,0,0,0,0
10.1161/01.hyp.0000200157.25792.26,10.1161/circ.97.2.174,,0,0,0,0
10.1145/2491533.2491553,10.5555/646762.706164,,0,0,0,0
10.1139/cjss-2019-0125,10.4141/sa-1929-0015,,0,0,0,0
10.1007/s11356-020-11248-3,10.5829/idosi.mejsr.2016.24.01.22566,,0,0,0,0
10.1080/09537287.2018.1520317,10.1007/s10479-012-1259-2.,10.1007/S10479-012-1259-2,0,0,1,0
10.1080/10632921.2020.1815613,10.3202/caa.reviews.2016.145,,0,0,0,0
10.1161/strokeaha.108.534776,10.1161/str.20.10.2799873,,0,0,0,0
10.5951/jresematheduc.44.3.0478,10.2307/4121780,,0,0,0,0
10.17116/jnevro2020120071102,"10.1016/j.autrev.2009.04.005""",,0,0,0,0
10.1145/2794075,10.5555/1873601.1873719,,0,0,0,0
10.1177/0022219418775110,10.1037/met000001,,0,0,0,0
10.1145/1160074.1159815,10.5555/646158.680010,,0,0,0,0
10.1161/01.cir.50.2.266,10.1161/res.17.5.449,,0,0,0,0
10.2307/4445610,10.2307/2740972,,0,0,0,0
10.4054/demres.2020.42.5,10.1007/978-3-030-01159-8\_5,,0,0,0,0
10.1145/1367080.1367082,10.5555/2384368.2384383,,0,0,0,0
10.1145/3155284.3018759,10.5555/2750482.2750490,,0,0,0,0
10.2478/s11696-012-0304-6,10.1016/j.bios.2009.03.026.http://dx.doi.org/10.1016/j.bios.2009.03.026,10.1016/J.BIOS.2009.03.026,0,1,0,0
10.1145/543552.512562,10.5555/551789.853531,,0,0,0,0
10.3280/para2017-001004,10.1515/9780804770958,10.1515/9780804770958,1,0,0,0
10.2478/s11696-012-0129-3,10.1126/science.1066920.http://dx.doi.org/10.1126/science.1066920,10.1126/SCIENCE.1066920,0,1,0,0
10.1002/9781118540190.wbeic052,10.1037//0893‐3200.8.2.141,,0,0,0,0
10.4018/ijhcitp.2018010101,10.5923/j.hrmr.20160602.01,,0,0,0,0
10.1080/21645515.2020.1794685,10.1101/2020.02.07.937862v1,,0,0,0,0
10.1145/3363384.3363469,10.5555/2377916.2377974,,0,0,0,0
10.1002/2013jd020611,10.1016/j.jhydro1.2009.12.011,,0,0,0,0
10.1161/hc0202.101970,10.1161/hyp.33.5.1111,,0,0,0,0
10.1161/01.cir.101.21.2478,10.1161/circ.82.4.2401060,,0,0,0,0
10.1161/01.cir.99.10.1312,10.1161/circ.85.4.1555278,,0,0,0,0
10.1080/1540496x.2019.1708323,10.1016/j.irfa.2018,,0,0,0,0
10.1186/s12913-019-4360-2,10.1007/sl1606-006-0037-8,,0,0,0,0
10.1080/03004430.2020.1794860,10.1007/10826-012-9630-0,,0,0,0,0
10.1002/9781119548164.ch9,10.1007/s00382‐012‐1429‐6,,0,0,0,0
10.1007/jhep07(2018)048,10.1142/9789814327183,,0,0,0,0
10.1161/01.cir.92.10.2811,10.1161/circ.90.4.7923649,,0,0,0,0
10.1177/0009922817706146,10.4271/973310.,10.4271/973310,0,0,1,0
10.1161/01.str.25.4.869,10.1161/str.23.5.1579969,,0,0,0,0
10.2139/ssrn.2861644,10.1111/hojo.12006/abstract,10.1111/HOJO.12006,0,0,1,0
10.1080/12294659.2009.10805148,10.2307/j.ctv125jtmg.13,10.2307/j.ctv125jtmg.13,1,0,0,0
10.1161/cir.0b013e318214876d,10.1161/circ.82.6.2242519,,0,0,0,0
10.1161/01.atv.21.4.573,10.1161/circ.91.4.1161,,0,0,0,0
10.1161/01.cir.34.5.818,10.1161/circ.29.2.242,,0,0,0,0
10.1007/s10705-017-9855-9,10.2134/agronj14.018,,0,0,0,0
10.3390/nu11092021,10.12691/ijcn-2-1-1,,0,0,0,0
10.1080/01926187.2019.1684218,10.1080/002245409033667502011201,,0,0,0,0
10.1161/01.cir.0000035248.71165.eb,10.1161/circ.104.17.2007,,0,0,0,0
10.1177/1178622120950269,10.1038/nature09492.,10.1038/NATURE09492,0,0,1,0
10.1161/01.cir.94.6.1199,10.1161/circ.91.12.2995,,0,0,0,0
10.1007/s00204-017-2141-4,10.1016/j.scitotenv,,0,0,0,0
10.1177/0022146520921371,10.1016/j.socscimed.2019.112521.,10.1016/J.SOCSCIMED.2019.112521,0,0,1,0
10.1145/1555815.1555789,10.5555/1060289.1060307,,0,0,0,0
10.1177/0040059919835816,10.1037/0022-663.81.3.371,,0,0,0,0
10.1161/01.cir.103.12.1669,10.1161/circ.88.5.8222120,,0,0,0,0
10.1177/1096348012436377,10.1177/1096.348010388662,,0,0,0,0
10.1515/pjct-2016-0037,10.1016/2014.01.005,,0,0,0,0
10.1161/01.cir.97.18.1828,10.1161/res.74.3.8118958,,0,0,0,0
10.1007/s00248-017-1083-y,10.1111/j.15746941.2010.00860.x,,0,0,0,0
10.1186/s12199-020-00896-z,10.1007/s801090000086,,0,0,0,0
10.1161/01.res.67.5.1115,10.1161/res.6.1.41,,0,0,0,0
10.1145/349194.349197,10.5555/850930.852084,,0,0,0,0
10.1177/2333794x18777918,10.15585/mmwr.mm6633a2.,10.15585/MMWR.MM6633A2,0,0,1,0
10.1007/s00520-016-3253-8,10.1186/s12906-12015-10529-12903,,0,0,0,0
10.1080/14729679.2017.1308874,10.1080/14729679.2016.12466257,,0,0,0,0
10.2139/ssrn.3594435,10.1007/s12152-018-9371-x:1-16,,0,0,0,0
10.3892/ijo.2016.3732,10.1186/gm336,10.1186/gm336,1,0,0,0
10.1161/01.cir.103.12.1618,10.1161/circ.96.1.25,,0,0,0,0
10.1080/02619768.2020.1766442,10.1111/j.1525-1497.2005.0167.x,,0,0,0,0
10.7554/elife.58716,10.1101/2020.03.27.20045427v1,,0,0,0,0
10.1002/rrq.82,10.1037/0708‐5591.49.2.103,,0,0,0,0
10.1093/jmedent/42.4.620,10.1093/jee/95.2.294,,0,0,0,0
10.1161/01.cir.104.2.157,10.1161/circ.87.4.8462157,,0,0,0,0
10.1161/atvbaha.107.148403,10.1161/circ.103.15.1949,,0,0,0,0
10.1007/s40670-016-0244-9,10.3402/meo.v15i0.5212.,10.3402/MEO.V15I0.5212,0,0,1,0
10.1016/j.jsurg.2011.07.003,10.1097/01.sla.0000150066.83563.52,10.1097/01.sla.0000150066.83563.52,1,0,0,0
10.1161/strokeaha.109.569616,10.1161/str.30.11.2408,,0,0,0,0
10.1161/01.str.26.4.682,10.1161/res.56.4.3919964,,0,0,0,0
10.1161/01.cir.66.3.554,10.1161/res.26.3.301,,0,0,0,0
10.3389/fmicb.2017.01324,10.1164/rccm2106063,,0,0,0,0
10.1145/2598394.2598450,10.5555/1251972.1252304,,0,0,0,0
10.3389/fmicb.2020.01486,10.1186/s40168-017-0360-369,,0,0,0,0
10.1161/01.cir.33.3.383,10.1161/circ.29.3.422,,0,0,0,0
10.3390/diagnostics3010084,10.5754/hge12754,,0,0,0,0
10.1145/127070.127073,10.5555/646147.679044,,0,0,0,0
10.1161/01.atv.0000257552.94483.14,10.1161/circ.104.4.448,,0,0,0,0
10.3389/fcimb.2018.00342,10.1007/s0043601004,,0,0,0,0
10.7817/jameroriesoci.134.1.0025,10.2307/25188595,,0,0,0,0
10.3389/fphar.2018.01287,10.1007/82-2016-11,,0,0,0,0
10.1007/978-3-319-57696-1_5,10.1136/jramc-2013-000204.,10.1136/JRAMC-2013-000204,0,0,1,0
10.3390/su12197959,10.6018/ijes.1.2.48331,,0,0,0,0
10.2307/1388866,10.2307/172623,,0,0,0,0
10.1161/01.hyp.6.5.622,10.1161/res.47.1.7379260,,0,0,0,0
10.2478/s11696-009-0084-9,10.1016/j.microc.2006.01.006.http://dx.doi.org/10.1016/j.microc.2006.01.006,10.1016/J.MICROC.2006.01.006,0,1,0,0
10.1161/01.cir.0000134966.10793.c9,10.1161/atv91.11.5.1911709,,0,0,0,0
10.1080/j006v23n01_02,10.3109/03093649809164454,10.3109/03093649809164454,1,0,0,0
10.1161/01.hyp.0000082360.65547.7c,10.1161/res.78.6.962,,0,0,0,0
10.1161/01.cir.0000151787.39451.bc,10.1161/res.90.2.197,,0,0,0,0
10.1161/01.res.53.4.526,10.1161/res.46.6.7379247,,0,0,0,0
10.1161/circresaha.109.193722,10.1161/res.88.9.888,,0,0,0,0
10.3724/sp.j.1105.2007.00282,10.1002/1521-3773(20010504)40:9,,0,0,0,0
10.1161/01.hyp.37.2.408,10.1161/circ.94.3.432,,0,0,0,0
10.1161/01.cir.18.3.325,10.1161/circ.13.3.360,,0,0,0,0
10.2307/4090393,10.2307/2459305,,0,0,0,0
10.1007/s12665-017-6498-8,10.1007/s10546-0,,0,0,0,0
10.18632/oncotarget.4961,10.1186/1471-2105-11-396,10.1186/1471-2105-11-396,1,0,0,0
10.1177/1368430216656922,10.1037/0022–3514.70.5.913,,0,0,0,0
10.1002/lob.10059,10.1073/pnas.1302536110.,10.1073/PNAS.1302536110,0,0,1,0
10.1123/ssj.2019-0006,10.2307/j.ctt7zmw2,10.2307/j.ctt7zmw2,1,0,0,0
10.1161/01.str.31.10.2319,10.1161/circ.94.12.3257,,0,0,0,0
10.2478/s11696-011-0110-6,10.1016/j.elechem.2003.09.031.http://dx.doi.org/10.1016/j.jelechem.2003.09.031,,0,0,0,0
10.1007/978-3-319-75937-1_9,10.2307/20113262,,0,0,0,0
10.17645/pag.v8i4.3347,10.1515/9780804773522,10.1515/9780804773522,1,0,0,0
10.1071/sr18246,10.33584/jnzg.2010.72.2788,10.33584/jnzg.2010.72.2788,1,0,0,0
10.1007/978-981-15-5337-0_6,10.1007/978,,0,0,0,0
10.1161/atvbaha.112.300556,10.1161/circ.90.2.7519131,,0,0,0,0
10.1080/14756366.2016.1204609,10.1016/j.foodhyd.2010.08.008.,10.1016/J.FOODHYD.2010.08.008,0,0,1,0
10.1161/jaha.117.006246,10.1161/str.27.12.2262,,0,0,0,0
10.1161/01.cir.103.14.1863,10.1161/circ.92.3.614,,0,0,0,0
10.3835/plantgenome2009.09.0026,10.1139/g94‐081,,0,0,0,0
10.1161/01.cir.76.4.929,10.1161/circ.71.5.3986974,,0,0,0,0
10.1002/cam4.665,10.1007/s10552‐011‐9794‐8,,0,0,0,0
10.1161/01.atv.0000253492.45717.46,10.1161/res.22.2.165,,0,0,0,0
10.3390/insects11010043,10.1101/lm.5.1.115,,0,0,0,0
10.1161/01.cir.69.1.33,10.1161/circ.38.5.933,,0,0,0,0
10.1161/01.cir.102.18.2233,10.1161/circ.100.17.1802,,0,0,0,0
10.1161/01.res.69.3.810,10.1161/res.62.2.2827909,,0,0,0,0
10.1145/3210753,10.5555/1803788,,0,0,0,0
10.1002/joc.4507,10.1175/1520-0426(2002)019,,0,0,0,0
10.1145/216511.216517,10.5555/77577.77580,,0,0,0,0
10.1161/01.str.15.4.621,10.1161/str.7.2.1265808,,0,0,0,0
10.1161/circulationaha.107.749515,10.1161/circ.93.9.1709,,0,0,0,0
10.1177/0018578718817471,10.12788/jhm.2980.,10.12788/JHM.2980,0,0,1,0
10.3389/fmicb.2019.01583,10.3389/fmicb.2015.0071,,0,0,0,0
10.1161/01.cir.0000014763.63528.9d,10.1161/circ.102.2.203,,0,0,0,0
10.1146/annurev-soc-121919-054627,10.17813/maiq.10.3.pw25225470l850xn,10.17813/maiq.10.3.pw25225470l850xn,1,0,0,0
10.1161/01.str.30.12.2759-e,10.1161/str.30.2.282,,0,0,0,0
10.1136/archdischild-2018-316733,10.1016/j.ajog.2011,,0,0,0,0
10.1161/01.str.23.3.399,10.1161/str.6.4.425,,0,0,0,0
10.2139/ssrn.2353228,10.1093/acref/9780195065121.001.0001/acref-9780195065121-e-793>,,0,0,0,0
10.1080/09637486.2019.1613347,10.20870/productions-animales.2001.14.2.3733,10.20870/productions-animales.2001.14.2.3733,1,0,0,0
10.1080/15427560.2019.1553177,10.1111/j.1540–6261.1996.tb05202.x,,0,0,0,0
10.1145/3394486.3403171,10.5555/3024719.3024758,,0,0,0,0
10.1155/2014/820391,10.1186/2192-1962-2-2,10.1186/2192-1962-2-2,1,0,0,0
10.1002/2017ja024043,10.1007/s11214‐008‐9365‐9,,0,0,0,0
10.1075/gest.19034.flo,10.4324/9780203492741.ch15,,0,0,0,0
10.1161/01.res.0000126925.66005.39,10.1161/res.83.8.852,,0,0,0,0
10.1007/s13351-020-9155-1,10.1038/nclimatel086,,0,0,0,0
10.1145/3106237.3106293,10.5555/2818754.2818860,,0,0,0,0
10.1161/01.cir.0000015607.33345.1f,10.1161/circ.99.15.2027,,0,0,0,0
10.1161/01.cir.0000033221.73082.06,10.1161/atvb.20.5.1354,,0,0,0,0
10.1002/bdm.1887,10.1080/1354678004200006,,0,0,0,0
10.1002/9781119438519.ch17,10.1111/1467‐8624.00180,,0,0,0,0
10.1161/01.cir.88.5.2180,10.1161/circ.64.6.7296792,,0,0,0,0
10.1080/1362704x.2020.1732012,10.2752/1751741,,0,0,0,0
10.1080/00043125.2007.11651635,10.1080/00393541.1992.11651866,,0,0,0,0
10.1049/iet-map.2016.0188,10.1049/iet‐map.2012.0192,,0,0,0,0
10.1002/grl.50280,10.1175/1520-0442(1994)007,,0,0,0,0
10.1007/s12247-016-9256-7,10.1016/j.ijpharm.2010.10.050.,10.1016/J.IJPHARM.2010.10.050,0,0,1,0
10.1038/s41598-020-75475-x,10.3390/s19183924(2019),10.3390/S19183924,0,0,1,0
10.1161/01.hyp.0000017827.63253.16,10.1161/res.86.11.1167,,0,0,0,0
10.1515/pjct-2015-0032,10.1039/340662,,0,0,0,0
10.1351/pac-con-08-06-01,10.1021/ma9606871.......30246(1997),10.1021/MA9606871,0,0,1,0
10.3835/plantgenome2017.12.0111,10.1007/978‐1‐4939‐3061‐6_8,,0,0,0,0
10.3280/psob2015-003004,10.1159/00005937,,0,0,0,0
10.1177/1559827617708562,10.1016/j.pec.2009.10.009.,10.1016/J.PEC.2009.10.009,0,0,1,0
10.14710/ijred.2021.33805,10.1016/s1359-4311(99)00047-2.,10.1016/S1359-4311(99)00047-2,0,0,1,0
10.1007/s11356-020-11162-8,10.1021/es202607,,0,0,0,0
10.1007/978-3-030-21209-4_2,10.1179/03019231113135947813898,,0,0,0,0
10.3389/fneur.2016.00198,10.2174/1389450115666140903110724,10.2174/1389450115666140903110724,1,0,0,0
10.3390/ijerph17186459,10.1002/9781119374312.ch,,0,0,0,0
10.1093/humrep/dev190,10.1093/humrep/,,0,0,0,0
10.1145/2911451.2911545,10.5555/2063016.2063023,,0,0,0,0
10.24985/kjss.2015.26.2.243,10.1186/1471-2318-13-132.,10.1186/1471-2318-13-132,0,0,1,0
10.2174/1381612825666190307125511,10.1136/gutjnl.2018-317987,,0,0,0,0
10.1093/sp/jxw006,10.1093/sp/4.3.328,,0,0,0,0
10.4018/ijiscram.2017010102,10.2307/1181895,,0,0,0,0
10.1161/01.cir.100.15.1646,10.1161/circ.93.4.672,,0,0,0,0
10.1158/0008-5472.can-14-1736,10.1016/j.humpath.2011.10.010.,10.1016/J.HUMPATH.2011.10.010,0,0,1,0
10.1007/978-3-319-76421-4_5,10.1515/9780804773362,10.1515/9780804773362,1,0,0,0
10.5325/transportationj.52.2.0234,10.2307/3203361,,0,0,0,0
10.2478/s11696-009-0061-3,10.1016/j.jelechem.2006.10.038.http://dx.doi.org/10.1016/j.jelechem.2006.10.038,10.1016/J.JELECHEM.2006.10.038,0,1,0,0
10.3390/publications5040022,10.11946/cjstp.201602260136,,0,0,0,0
10.1161/circulationaha.105.166543,10.1161/circ.80.2.2546698,,0,0,0,0
10.1007/s10856-020-6362-3,10.1007/s10529-011-0565-0.,10.1007/S10529-011-0565-0,0,0,1,0
10.1161/circ.99.14.1922/c,10.1161/circ.98.4.287,,0,0,0,0
